dt,usr,title,body
2012-8-16 01:21:59,Mily,Montreux中餐招楼面,"本帖最后由 Mily 于 2012-8-16 18:52 编辑 
Montreux中餐急召楼面，要求有证，最好是学生，有意者请致电：021 963 0646, 直接找老板详谈。"
2012-7-24 00:43:55,computer,德区找有证厨师和帮厨,"德区找有证厨师和帮厨，可提供吃住。
有意请联系 0788677073"
2012-8-13 13:07:39,唐超容,唐人中文学校诚聘苏黎世儿童中文老师,"唐人中文学校诚聘在苏黎世的儿童中文老师（学生年龄：2.5岁-4.5岁以及5-8岁）
要求:
1.喜欢孩子；
2.有责任心；
3.普通话标准；
4.会基本德语会话。
有意者请将个人简历以及联系方式寄到唐人中文学校儿童部教务处： 
Email: kinderkurs@tangren.ch
网址：www.tangren.ch
欢迎联系。"
2012-7-29 10:50:02,Rick,洛桑郊区餐厅招楼面,"本帖最后由 Rick 于 2012-7-29 11:54 编辑 
如题 ，洛桑郊区一家餐厅招收楼面，有证会法语，有经验者优先，待遇从优，联系电话 0763589720."
2012-8-2 00:40:06,FATAL,苏黎世附近中餐招聘楼面PARTIME和长工。,"餐馆位置在离苏黎士坐火车25分钟左右.欲招一名楼面PARTTIME或者长工，可以包吃住。 
有意的朋友请联系0449261418详谈,谢谢。"
2012-8-7 15:44:31,chihejiang,招聘,"楼面一名,女性.懂法语.能够接听订餐电话.
有一定的餐厅工作经验.本餐厅提供吃住.
薪资面议.
联系电话0041764509322"
2012-8-3 21:20:44,recen,苏黎世 餐厅 酒吧 招聘 PARTIME 女生 有意者 请和我联系,电话联系 谢谢0763021899 胡先生
2012-8-9 16:34:26,takaaki,洛桑餐厅招聘服务员，和酒店学生,"洛桑餐厅招聘服务员2名，酒店学校学生一名
要求会法语 
请电联
079 4353955
ming@taiyo.ch"
2012-8-5 17:50:11,lxz210,Wettingen中医诊所招聘德语翻译兼助理 20% - 60%.,"本帖最后由 lxz210 于 2012-8-5 18:56 编辑 
Wettingen中医诊所招聘德语翻译兼助理20%-60%
德语流利，熟悉电脑操作
有意者请发简历到：info@tcmzentao.ch"
2012-8-5 07:33:11,我爱熊猫,酒店找实习生,"无意中看到这则招聘信息，贴在这里给有需要的人。Seit M&auml;rz 2008 geh&ouml;rt das Hotel Continental Zürich zu Accor’s exklusiven MGallery Kollektion. Bereits seit 1968 ist unser erstklassiges Gesch&auml;ftshotel ein wichtiger Bestandteil der Zürcher Hotellandschaft und wurde in den vergangenen Jahren unter der Accor Marke Sofitel geführt. Im Stadtzentrum von Zürich gelegen, verfügen wir über 138 Zimmer, einer Bistro-Lounge mit Gartenterrasse, dem Chinesischen Restaurant Luo mit 13 Gault Millau Punkten, 3 Konferenz- sowie 3 Bankettr&auml;umen für Veranstaltungen von bis zu 80 Personen und einer eigenen Tiefgarage. Im Continental Zürich laden wir unsere G&auml;ste ein, die Schweizer Lebensart inmitten der pulsierenden Gro&szlig;stadt zu erleben. 
Unseren Mitarbeitern bieten wir attraktive Arbeitsbedingungen sowie alle Vorteile einer internationalen Hotelgruppe. 
Nach Vereinbarung suchen wir eine/n charmenten/n Servcie Praktikant/in (min. 6 Monate)
Frühstück, Restaurant, Bar, Room Service
In diesem abwechslungsreichen Praktikum lernen Sie alle Servicebereiche eines Erstklasshotels kennen. 
Das sollten Sie mitbringen: 
 -     Freude am Umgang mit unterschiedlichen Menschen und an der Gastfreundschaft 
-     Lernwilligkeit und Teamf&auml;higkeit 
-     Offenheit und Flexibilit&auml;t 
-     Organisationstalent 
-     Deutsch- und Englischkenntnisse, evtl. Franz&ouml;sisch   
 Konnten wir Ihr Interesse wecken? Dann freuen wir uns auf Ihre detaillierten Bewerbungsunterlagen. Hotel Continental Zürich
Stampfenbachstrasse 60
8006 Zürich
SuisseInterlocuteur: Madame Nadine B&auml;ttigPosition: PersonalverantwortlicheTéléphone : +41 (0)44 360 66 62E-mail: [email=H1196-HR@accor.com?subject=HOTELCAREER%20Candidature%20en%20linge%20-%20Servcie%20Praktikant/in%20(min.%206%20Monate)]H1196-HR@accor.com[/email]Internet: www.continentalzurich.com"
2012-8-2 10:29:33,浪漫天使,洛桑,洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。
2012-8-1 22:04:10,浪漫天使,招帮厨,要求有一定经验，有意者请 电话：0792108042
2012-8-1 13:38:54,Sadie,求钢琴或古筝家教,求钢琴或古筝家教~巴塞尔~
2012-8-1 00:27:13,wangqiang,找楼面工作。,东北人，来瑞士8年，自信有足够的中餐馆经验，楼面工作可以独当一面，也可以很好的配合同事，希望找一份稳定的楼面工作，望各位老板和朋友，有这方面消息的可以给我留言或拨打0787945895，不论有无确切消息，都在这里先谢过了。
2012-7-27 19:42:14,fribourg,"深圳市雷士照明有限公司瑞士分公司招聘,留学生暑假工,长期合同工","哇
现在你们公司搞定了哇？
吴肿回来了哇？"
2012-4-24 18:59:15,FATAL,苏黎士附近中餐招楼面学生。,"餐馆位置在离苏黎士坐火车25分钟左右.欲招一名楼面学生，或者长工也可以.要求有证.可以包住. 
有意的朋友请联系0449261418详谈,谢谢."
2012-7-27 21:45:54,漂流swiss,急 Yverdon 餐馆找楼面,Yverdon 中餐馆找楼面，有证，有工作经验，会法语，可以独立工作，工资面谈。找小时工或者半工。有兴趣者，可以打电话给我0763490888. 马上上班
2012-7-22 00:38:19,freesky,找厨师,"本帖最后由 freesky 于 2012-8-31 10:06 编辑 
LUZERN WILLISAU 中餐厅，找厨师一名，能吃苦耐劳 0788890042陈"
2012-7-22 00:39:38,freesky,餐厅找厨师,LUZERN WILLISAU 中餐厅，找厨师一名，能吃苦耐劳 0788890042陈
2012-6-24 21:33:09,queendy,招小时工,我７月份放大假，我想找小时工，你需要吗？
2012-7-15 21:43:43,visclou,招聘有工作证的厨师和楼面各一名,大家好，lausanne附近中餐厅正在招聘一名有工作证的厨师和楼面，具体报酬和工作细节一句话也说不清楚，请先和我发邮件联系，谢谢你们。 visclou@yahoo.com
2012-6-5 16:29:18,痞子华,veyvey中国屋招收帮厨一个。。。,veyvey火车站附近的中国屋招收一名帮厨，需要有证，要找工的话直接去餐馆找老板面谈，我只是在这里帮他招聘而已，
2012-6-9 19:10:49,takaaki,洛桑餐厅招聘服务员一名，酒店学生一名,"洛桑餐厅招聘服务员一名，有证件会法语优先酒店学生一名
电话 079 435 3955
ming@taiyo.ch"
2012-6-15 15:50:25,浪漫天使,洛桑,"本帖最后由 浪漫天使 于 2012-7-2 11:55 编辑 
洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。"
2012-6-16 15:22:02,skwill,Montreux百事利招实习生,Montreux百事利招收2名酒店管理实习生，7月中开始实习有意者发送CV到 restobasilic@hotmail.com
2012-6-27 14:05:55,LOAH168,伯尔尼中餐招楼面,"本帖最后由 LOAH168 于 2012-6-28 22:02 编辑 
7月开始，要求会德语有证件，有意者电话联系，076 5220384，谢谢。"
2012-7-14 13:58:17,漂泊的叶子,找楼面,本人需要一个会法语好的楼面，勤快人品好的，男女不限。年龄不限。关键要法语好，工资面议。有意者请回帖。
2012-7-4 17:39:30,浪漫天使,moudon中国餐馆,"本帖最后由 浪漫天使 于 2012-7-7 20:02 编辑 
找大厨，帮厨，服务员，各一名，具体情况电话谈。电话：0792108042"
2012-7-12 10:18:35,汉升旅游,7月17日 苏黎世 招聘德语翻译一名,"本帖最后由 汉升旅游 于 2012-7-14 23:37 编辑 现招一名德中翻译一名 男女不限工作任务及要求：陪同一个上海的公务团参观瑞士一所学校，进行翻译工作，翻译内容是关于建筑与教育类；要求德语流利，相关专业最好，其他也可申请。工作地点：苏黎世工作时间：2012年7月17日，周二上午9点到10点工资：100欧元联系方式：0049-221-7940 7963 Email: xh.li@eutravel4u.com
感兴趣的同学可以发个德中的简单自我介绍简历，留下联系方式，我们尽快跟您联系！欢迎踊跃参加"
2012-7-4 13:52:47,tango,苏黎世招打杂一位,苏黎世招厨房打杂一个，要求会基本炒饭炒面。电话0765877188
2012-6-5 02:02:56,recen,苏黎世酒吧卡拉OK招女实习生 8月开始,如题 请联系我 电话044 4013350     手机 0763021899
2012-7-6 15:04:35,bonni,已找到封帖了，急聘替工楼面,"本帖最后由 bonni 于 2012-7-10 08:36 编辑 
日内瓦中餐馆现急需一名替工楼面，要求不高，无证也可，只需收盘洗碟即可，男女不限，全职，休息日或者薪资请单独面议。希望有意者在午后3点拨打电话------0227326868"
2012-7-5 19:59:57,vivian_ao,招聘保姆( <苏黎世),"帮人代发帖子 
需求一位保姆 最好能长期做 主要是带孩子 和一些简单的家务及给孩子准备饭 离苏黎世火车站大概20分钟的车程
有兴趣的请站内联系"
2012-6-9 14:41:51,xujun0813,删帖,"本帖最后由 xujun0813 于 2012-7-7 00:06 编辑 
以招到大厨，谢谢大家"
2012-5-17 16:57:17,飚行天下,中餐馆招洗碗工一名洗碗打杂工,"中餐馆招洗碗工一名洗碗打杂工
有意者请致电：076 789 07 34"
2012-6-22 14:23:45,和铄小钰,日内瓦招中文女教师,hei! 日内瓦的Spell Languages 语言学校找一个女生教小孩子中文。从9月低开始每周四下午16h15 在Tronex 的Salle de Comune. 价钱是每课36CHF。 只要女生哦°感兴趣的尽快跟我联系° 我的QQ是308081709
2012-5-25 21:16:30,feiercathy,招聘兼职中文教师信息,我在招聘网上看到这个招聘信息好久了，今天更新了，说明没找到合适的人，如果谁在国内任职过中文或者英文老师的，不妨去试试。http://www.jobs.ch/de/job.php?iid=4473500
2012-6-28 08:31:15,依恋,寻住家保姆,"寻求有经验的住家保姆，能够带2个男孩，一个2岁，一个5个月。一周休息一天半，薪金面议。要求有责任心，耐心，爱干净。地点在离montreux开车15分钟。
有意者电话联系0763376668。"
2012-5-20 14:45:09,lxz210,Wettingen中医诊所诚聘助理兼德语翻译,"本帖最后由 lxz210 于 2012-6-12 18:52 编辑 
中医诊所诚聘助理兼德语翻译40%-60%。
工作地点：Wettingen(AG)
德语流利,熟悉电脑操作,工作敬业负责，有经验者优先考虑。
有意者请寄简历到 info@tcmzentao.ch
Tel: 0762838788"
2012-6-6 13:37:57,jiu25,德语区中医诊所诚聘助理兼德语翻译,"工作地点：Langenthal
工作敬业负责，有经验者优先考虑。
有意者请寄简历到 jiu25@163.com"
2012-6-25 13:32:02,cecile_france,洛桑 OUCHY 中国妈妈找 babysitter,"本人诚求有经验的 babysitter 一名, 每周三至四次, 7-8月间. 主要工作是与我和孩子们一起出去散步, 或者是在家里和我的两个3岁半和2岁的孩子们玩儿.  
有意者请简单介绍您的情况, 工资要求,时间要求, 请寄cecile_france@hotmail.fr
谢谢
cecile"
2012-6-15 09:49:44,eht009,巴黎旅游公司 长期招聘 Val-de-Travers 翻译,"本帖最后由 eht009 于 2012-6-15 16:40 编辑 
巴黎旅游公司 长期招聘 Val-de-Travers 翻译 (法语翻译)
能力优秀者长期合作  
有兴趣者发中英文简历到  eht009@hotmail.com
联系人 Vincent"
2012-4-11 22:49:09,computer,找厨师和有经验的帮厨,"本帖最后由 computer 于 2012-5-5 00:09 编辑 
找厨师和有经验的帮厨，078 8677073"
2012-5-14 13:02:41,zhengxink,无vgffff,待遇如何
2012-6-20 00:00:25,浪漫天使,洛桑,"本帖最后由 浪漫天使 于 2012-7-2 11:55 编辑 
洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。"
2012-6-19 14:51:43,süss,求短期德语翻译 2小时100欧,"大家好，我是欧中贸促会孙丽 我们主要办理国内政府官员出国考察的 我现在有个团跟达沃斯旅游局有场公务会议，需要一个翻译时间是6月21号下午17--19:00 费用两个小时100欧元 ，具体地址是：Rathaus (Town Hall), 1. Floor, Berglistutz 1, 7270 Davos Platz ，德语可以交流就可以，翻译结束后 当场付翻译费用有哪位同学朋友感兴趣 可以联系我哦，我的qq是18751963531  手机18751963531
转帖 请勿短消息我！"
2012-5-28 21:11:52,困困,（沃州）诚聘住家保姆,"替友发帖。
沃州，诚聘一位有经验的朋友帮忙照顾一个两个月大的婴儿，包食宿。要求有爱心和责任心，有照顾婴儿经验。
如果有感兴趣的朋友，请回复本贴或发站内信，具体薪资视经验可商议。谢谢！"
2012-6-13 09:27:59,windbird1949,7月24日 Binningen (Basel 旁边) 寻德语公务翻译一名,"本帖最后由 windbird1949 于 2012-7-3 14:34 编辑 
7月24日 Binningen (Basel 旁边) 寻公务翻译一名，德语，中文
时间： 10点至12点， 
地点： Binningen (Basel 旁边)
酬金： 120欧元
有意者请联系：
E-Mail: windbird1949@googlemail.com
手机：   0049 (德国) 176 9900 3808
谢谢"
2012-6-7 08:05:06,依恋,找兼职保姆，在洛桑，看2岁男孩。,在洛桑，每周2到3天
2012-6-11 22:40:06,浪漫天使,洛桑,"本帖最后由 浪漫天使 于 2012-7-2 11:56 编辑 
洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。"
2012-6-5 12:24:17,windbird1949,"翻译已找到，谢谢关注，6月26日因特拉肯市 寻公务翻译,","本帖最后由 windbird1949 于 2012-6-13 09:54 编辑 
6月26日因特拉肯市 (Interlaken)寻公务翻译一名
时间： 9点30至11点30， 
地点： 因特拉肯市 (Interlaken)
酬金： 120欧元翻译已找到，谢谢关注，"
2012-6-9 21:44:24,浪漫天使,洛桑,"本帖最后由 浪漫天使 于 2012-7-2 11:56 编辑 
洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。"
2012-6-8 21:59:27,浪漫天使,洛桑,洛桑中国商店，招长期男杂工一名，有意者留言，禁止无聊人士。
2012-6-4 22:12:49,浪漫天使,中国商店,"本帖最后由 浪漫天使 于 2012-6-6 00:42 编辑 
招长期男杂工一名，有意者留言。"
2012-5-22 10:22:37,漂泊的叶子,招聘大厨,帮朋友找一个会做泰国菜的大厨，手艺好的话，待遇优惠。如有请发帖。
2012-6-3 09:46:50,bonni,急需楼面,"日内瓦一中餐馆需要一名实习楼面，要求有permit,包吃，有提供住宿但房租自付，希望有意者请留下联系方式，我们会及时与您联系的。"
2012-5-23 20:51:59,bonni,招聘实习楼面,"日内瓦一中餐馆需要实习楼面一名，男女不限，要求要有学生permit,英语流利，会一点基本的法语更好，酒店管理的学生最佳，实习时间从2012年7月初开始，
    地址是10，rue du cendrier 1201 Geneve,在MANOR附近
    如有意向，请直接到餐厅面试，无需投递CV。"
2012-5-29 19:32:12,抗抗,卢塞恩七八月招一中文儿童教师兼职,"七月上旬到八月上旬，教一位7岁的小女孩读写，已有中文基础。每周约一两次。
爱小孩、有经验的有意者请先发邮件至eve.zeng.nbc@gmail.com
谢谢"
2012-6-1 18:00:58,visclou,服务员已找到,"本帖最后由 visclou 于 2012-6-13 21:46 编辑 
谢谢大家的关注，下次再联系。"
2012-5-21 23:45:30,bonni,封帖了，已经找到了。急聘保姆,"本帖最后由 bonni 于 2012-5-31 23:24 编辑 
现急需一位有经验的保姆，照顾一个2岁的小女孩，孩子每周一至周五早上8点送托儿所，傍晚5点接回家，需要一位有爱心和耐心的保姆，晚上陪孩子入睡，偶尔做饭给孩子吃，白天孩子上学期间，时间可以自由支配，只需定时做一些家务亲扫，每周周日休假一天，地点在日内瓦市中心，包食宿，工资面议，有经验的人优先，有意者请联系0793213218"
2012-5-10 20:35:59,bienemayau,删,本帖最后由 bienemayau 于 2012-6-10 00:49 编辑 。。。。。
2012-5-23 09:41:04,易易,封贴了，已找到人. 楼面 洗碗,"本帖最后由 易易 于 2012-6-6 14:34 编辑 
帮友发贴
aigle 餐馆现招女楼面一名 洗碗工一名 另代友招会法语,有多年工作经验,可独立工作的男楼面一名. 联系电话 076 583 7168"
2012-4-17 22:00:50,suissesion,7月份找一个月临时楼面,"本帖最后由 suissesion 于 2012-5-25 23:59 编辑 
代中餐老板6月底到7月份底找一个临时楼面替工上一个月班    要求法语熟练  待遇问题自己找老板谈 地点sion   电话0762833701   早上11点之前和晚上12点之后勿扰"
2012-5-23 15:10:55,weiw,苏黎世地区找说中文阿姨（代朋友转发）,"i am interested in it.
have already sent email. but still no response.
this is my email address: viviins1987@gmail.com  
dont hesitate to contact me anytime."
2012-5-16 10:10:41,glenn001,招聘伯尔尼公务翻译,"本帖最后由 glenn001 于 2012-9-2 23:51 编辑 
招伯尔尼税务方面公务德语翻译，5月25日早10:00至12:00，费用面谈"
2012-4-28 14:14:52,freesky,餐厅找厨师,LUZERN WILLISAU 找有经验中餐厨师一名，有意者联系0788890042 陈
2012-5-18 12:44:18,瑞士巡警,0,"本帖最后由 瑞士巡警 于 2012-5-19 00:17 编辑 
0"
2012-5-13 13:07:42,lam,洛桑厨房招人!已经找到谢谢大家,"本帖最后由 lam 于 2012-5-17 10:54 编辑 
-"
2012-5-13 17:51:04,飚行天下,中餐馆招收洗碗工,"中餐馆招洗碗工一名洗碗打杂工
有意者请致电：076 789 07 34"

2012-5-8 13:20:09,卡门,招女按摩师,苏黎世机场附近的中医诊所招有经验的女按摩师，有意者请电 076 3838168
2012-5-2 22:17:05,yaner1015,苏黎世日本餐厅招楼面一名 [7月及8月],"本帖最后由 yaner1015 于 2012-5-4 23:18 编辑 
苏黎世日本餐厅现招楼面一名,时间是今年7月和8月两个月.
待遇面谈,可做part-time 也可做full-time,可商议.
要求会基本餐厅德语
有意者请在 [周一至周五 早上 10:30--13:30; 晚上 17:00--21:00] 致电 043 344 89 29 [来电请先找Frau Feng]
谢谢"
2012-5-12 08:28:19,helenashi,找瑞士当地导游，可接受支付宝付款方式,每天多少报酬啊？
2012-4-22 18:57:25,daiyue6402,诚聘学生,您好 我是SHMS 2年级学生请问贵餐馆有什么要求么  是service 还是 kitchen
2012-4-8 16:10:39,小翠,日内瓦旅行社6月实习机会Internship in Geneva- 已招,"本帖最后由 小翠 于 2012-5-11 04:47 编辑 
Dear Students, 
With great pleasure to announce an offer for internship position in our travel agency in Geneva.
We would like to recruit a well-qualified internship student in our office in Geneva :
Start date : June, 2012
Duration of internship: 6 months
The required profile need for interns:
Student FEMALE 
Mothertongue is Chinese 
Fluent speaking in English
Well knowledged in infomation tecniches , such as Word, E-Mail, Internet Surf.
Responsable, serious applied in work
Capaity of communication, team work
We could offer :
Provide a variety, dynamic and cordial working environment in office.
Monthly salay 2168 CHF
To be provided full assistance for finding accommodations.
We thank you in advance for all your cooperation and support.
Please send your reply with CV to : info@sunlightact.com 
Best regards,"
2012-5-9 00:30:10,sallyleo0726,人已找到谢谢大家,"本帖最后由 sallyleo0726 于 2012-5-11 21:35 编辑 
人已找到，谢谢大家。"
2012-5-10 13:41:44,易易,找保姆!,家有小孩  3个月  想找保姆一名   要求有责任心 和 爱心  有意着可打电话 0767658764  QQ 1091467394   非诚勿扰
2012-5-8 16:07:18,justinyi,急聘fribourg弗里堡11日早简单公务翻译,你妹的。。。2013年4月么？你船票买好了？
2012-5-7 13:57:45,yytsui,找楼面,"找楼面，会讲基本法语，有証，學生也行，fulltime or parttime, 
請電0213127989面議。。謝謝"
2012-5-6 17:42:23,467263829,寻找实习生,Nyon 中餐馆招一名男生实习做厨房， 6月可开始，有兴趣的可以联系0223622562 陈老板。
2012-5-3 13:48:57,lisadu,montreux附近餐馆找人,"希望找一名楼面，会讲法语。工作时间在晚上17点半到21点半。
有兴趣的朋友可以来电，0788786683"
2012-5-3 09:43:34,lam,洛桑找一位楼面(已找到.谢谢）,"本帖最后由 lam 于 2012-5-8 13:35 编辑 
-"
2012-5-1 22:36:25,xiaoyan,招聘楼面洛桑【已招聘到人】谢谢,"本帖最后由 xiaoyan 于 2012-5-3 15:57 编辑 
餐馆位置在洛桑，条件要求有证【最好是学生证】，不会做也没关系，工资面谈，有意联系方式：0765966345迪迪，qq：540673981备注找工作"
2012-4-29 09:25:42,lam,找一个只做周末的服务员,找一位就做星期五到星期日的服务生.要有工作经验和法语.电话0765591588
2012-4-30 11:51:08,visclou,中餐找酒管实习生已找到,"本帖最后由 visclou 于 2012-5-20 20:20 编辑 
谢谢大家，酒管实习生已找到"
2012-4-11 14:40:17,我爱熊猫,工作信息，英文好的，去试试。。。,"JinkoSolar (Switzerland) AGjobs.ch - Personal Assistant to the Chief Marketing Officer (CMO) (Chinese/English), 4347226
JinkoSolar Holding Co., Ltd. (NYSE Stock Code: JKS) is one of the few PV manufacturers that has 1.5 GW capacity in 2011 with a vertically integrated model, producing high quality crystalline ingots, wafers, cells, and mono- and multi- crystalline PV panels. Our full control over the production chain allows us to guarantee the highest quality for our products and a much more efficient cost structure. With these competitive advantages, we are able to pass benefits on to our customers around the world. For our European Headquarter in Zug, we are currently looking for a
Personal Assistant to the Chief Marketing Officer (CMO) (Chinese/English)Purpose of the position:
The Personal Assistant will assist the CMO in all administrative tasks and support him in managing his challenging agenda as well as in a wide range of organizational and administrative tasks. Furthermore, the Personal Assistant acts as coordinator between the different business locations, departments and headquarters in China and must be able to translate from/to Chinese/English (written/verbally). A more detailed description can be found below:Responsibilities:Managing the CMO’s agenda, arrange meetings, conference calls and travel schedules on an international levelManaging the CMO’s travel arrangements, ticket and hotel bookingsFiltering emails while demonstrating the ability to prioritizeHandling the CMO’s expense and reimbursement claimsDealing with the translation from/to Chinese/English (written/verbally) for the CMO including emails, conference call, daily meetings and daily personal life when he is in China and SwitzerlandActing as coordinator between the CMO and other internal departments as well as external partiesHandling the daily administrative support for the CMOShow discretion regarding highly confidential information and documentsRequirements:Commercial education or BASeveral years of experience in similar position in an international environmentAble to execute translation from/to Chinese/English in writing and verbally during conference callsStrong communication skills, ability to communicate with all levelsHighly organized, reliable, able to multi-task and ability to work under pressurePro-active, committed, dynamic, self-motivated and able to work independentlySolid knowledge of MS Office and OutlookStrong team playerAble to travel from time to timeAccounting skills are desirableFluent in Chinese and English (proficiency level) is a mustAny other European language, especially German, are an advantageAre you seeking an exciting opportunity in a fast growing company within the renewable energy market? Then please send your complete application file, including your salary expectations and possible start date, via e-mail to vivien.chen@jinkosolar.com. Applications through agencies will not be accepted.
JinkoSolar (Switzerland) AG
Ms Vivien Chen
HR & Admin Specialist
Chamerstrasse 85
6300 Zug
+41417480010"
2012-2-27 01:29:35,xiexusong,洛桑中餐馆招楼面,位于洛桑郊区，现招楼面，包吃不包住，电话0783001986
2012-3-6 16:11:34,visclou,想找一名厨房帮厨,大家好 ，餐厅在洛桑附近，如题所示，咱中餐厅想找位帮厨，希望是位脾气随和，有基本厨房日常工作经验，懂切菜，肉，炸油炉岗位工作等，注重厨房卫生清洁。具体报酬细谈，是本着大家都要满意的初衷。 请感兴趣的朋友和我联系吧。 visclou@yahoo.com
2012-3-19 13:49:50,liu198016,找洗碗打杂,"找洗碗打杂一名,包吃住,0763662628"
2012-4-3 22:48:57,xiaoyan,Lausanne 招聘楼面,"本帖最后由 xiaoyan 于 2012-4-3 23:50 编辑 
餐馆在洛桑，要求有证，最好是学生证，没有经验无所谓，工资面谈，联系方式：0765966345迪迪，谢谢大家。"
2012-4-6 08:58:55,eht009,招聘La Chaux-de-Fonds翻译,"本公司长期招聘La Chaux-de-Fonds地区法语及英语翻译，主要负责公务活动的翻译工作。
有意者请将个人简历发至Violaine
联系方式： eht009@hotmail.com
法语优先，报酬详谈"
2012-4-21 17:02:57,dyb450303,法语区餐馆急招楼面一名,大家好，我们的餐馆在法语区Neuchatel州，靠近湖边，现在需要招聘兼职楼面一名，上班时间可以商量，但是希望是在周五至周天之间，请尽快联系我们 076 450 9322 谢谢！
2012-4-1 12:10:00,tango,餐馆请人,苏黎世餐馆请厨房帮厨一名。电话0765877188
2012-4-21 17:12:28,红果果,招聘parttime,"我在洛桑,请问找到人了没?还有你要请的人时间段是什么时候?我会英文和法文交流"
2012-4-6 15:28:18,eht009,商务旅游公司招聘日内瓦，苏黎世，伯尔尼，巴塞尔，洛桑地区 公务翻译,"因业务扩展需求， 本公司招聘在日内瓦，苏黎世，伯尔尼，巴塞尔，洛桑地区翻译.
本公司长期招聘法语及英语翻译. 法语优先.
主要负责公务活动的翻译工作。能力优秀者长期合作.
有意者请将个人简历发至Violaine
联系方式： eht009@hotmail.com
报酬详谈"
2012-4-19 10:41:46,卡门,苏黎世招住家保姆（已经找到了，谢谢各位的热心捧场）,"本帖最后由 卡门 于 2012-4-23 11:55 编辑 
我儿子快5岁，家里的阿姨5月底要离开2周，所以想找人暂时顶工或是长工都行，详情请来电咨询！076 3838168"
2012-4-20 13:54:56,sky.wei,法语区招聘楼面一名,【Neuchatel】附近招聘女楼面一名，具体相关事宜请联系电话0764509322，谢谢!
2012-4-14 19:11:26,stamplover,寻找能煮的朋友! (圣加伦区),寻找一位能做糕点或简单早点的朋友，将在圣加伦区办个小聚会，大约５０个欧洲人，所以西方Sandwich也行。请发短信如有兴趣。Budget不高，将与地方的Bakery价钱比较，所以对业余者较有兴趣.
2012-4-19 05:52:54,stamplover,找人搬家 (圣加伦),现正寻一个有大车的朋友，须把Studio从圣加伦搬到洛桑，下个星期，如有兴趣请联系.
2012-3-31 19:06:40,restaurant,找有欧盟护照的厨师和帮厨,"找有欧盟护照的厨师和帮厨，德区。
联系电话0787046576"
2012-4-5 01:12:25,筱菡,找保姆     封帖啦各位  谢谢,"本帖最后由 筱菡 于 2012-4-21 01:57 编辑 
本人小孩3个多月 想找个保姆  半天全天都可以 站内联系 谢谢"
2012-4-17 22:00:24,lxz210,中医诊所诚聘助理兼德语翻译,"本帖最后由 lxz210 于 2012-4-23 08:41 编辑 
Wettingen(AG) 中医诊所诚聘助理兼德语翻译40%-60%。
德语流利,熟悉电脑操作,工作敬业负责。
有经验者优先考虑。
有意者请寄简历到zacharyli2010@gmail.com
Tel: 0762838788"

2012-4-10 19:59:06,试金石,招科班点心师傅和川菜师傅,苏黎世招科班点心师傅和川菜师傅，本餐馆重新定位现需要以上厨师两位，待遇面议，请致电0442014490.（请在下午2点到5点这段时间）谢谢！
2012-3-31 12:23:52,skwill,Montreux 中餐馆诚聘大厨,Montreux 中餐馆诚聘大厨，需要多年大厨经验，厨师学校科班毕业，待遇面谈，有意者请联系 0219630646
2012-3-27 20:05:51,XIAOHEZI,已经找到服务员 徐家面火车站店,"本帖最后由 XIAOHEZI 于 2012-3-28 14:48 编辑 
如题，招聘服务员，男女不限，具体要求和工资待遇，欢迎来电咨询、直接到店里咨询或递交简历。来电请于周一至周五早11点至下午14点，找madame amy.讲中文即可。   ☎021 320 72 68。  谢谢大家！"
2012-3-23 00:19:14,sky.wei,招聘女楼面一名,"本帖最后由 sky.wei 于 2012-3-23 01:25 编辑 
【Neuchatel】附近招聘女楼面一名，请联系电话0766273772，谢谢!"
2012-3-22 12:44:46,马蓓,找短期工,"找零工，有点体力， 整理，搬运点货物，时间是3月23,24,26 27， 工作时间早上9点30到12点30，下午1点30到6点30,工资4天300瑞郎。有意请联系078 8818 190 或076 336 8190."
2012-3-5 20:31:45,xiaoyan,招聘楼面【已经找到谢谢】,"本帖最后由 xiaoyan 于 2012-3-22 01:38 编辑 
本店在lausanne想找一名学生，必须要有身份，是餐馆服务员，男女不限. 联系号码是0767281453庄小姐。非诚勿扰"
2012-3-18 22:15:34,冰城来客,法区餐厅寻洗碗工或帮厨,"餐厅位于vevey,现寻一名洗碗工,可包吃住,有意者请电联0765852599李先生"
2012-2-12 02:32:33,restaurant,找帮厨或厨师,"如题，找帮厨或厨师，德区，提供吃住。
要求：有相应的工作经验，有欧盟护照。
可帮忙申请证件。请站内短信联系。"
2012-3-15 00:04:03,skwill,Montreux 餐厅诚聘韩餐厨师,Montreux 餐厅诚聘韩餐厨师，条件面谈，有意者请联系 0219630646
